id,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,tempo,chroma_mean,chroma_std,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std
sample001,0.042472407130841744,0.024639878836228098,0.10986584841970365,0.01624074561769746,1311.9890406724053,217.42508365045984,2366.1761457749353,480.3345035229627,3416.145155592091,408.233797718321,118.02857225639664,0.6879639408647977,0.26648852816008434,-28.766088932172384,7.727374508106509,-31.65954901465662,9.563633644393066,2.4756431632237863,11.479175279631736,-20.877085980195808,14.177793420835693,-36.05061393479582,9.382169728028273,-13.363815670630828,11.841049763255539,28.51759613930136,7.995106732375396,1.4234438413611628,13.886218532930638,-45.35495872800023,14.113172778521575,-32.94758763127085,5.975773894779193,44.888553725333324,19.48448049611839,30.83973481164611,9.56920653760056,-40.23278859936161,15.263495397682354
sample002,0.046409149624376075,0.0199035382022254,0.05343885211152184,0.04637281608315129,1517.559963200034,398.7566853061946,1811.7110760894109,456.0204063533432,3093.420558686559,473.9417822102108,84.88152939379115,0.6878338511058234,0.2550265646722229,43.94989415641891,18.422410256414732,9.789997881108512,18.82811352534675,-41.15074979480805,7.939742936287178,-45.47727110894619,9.879954961448966,-11.1322710310518,9.070235476608438,32.87375091519293,10.35129990040384,-21.906549031261925,13.140441247373728,-35.907577502523736,17.032954711310595,-42.54493563202292,19.80330404900776,27.22447692966574,7.980735223012586,-49.44778828763976,17.231921426822513,20.685734384761716,15.93510752061481,27.127034668594575,6.110669776011355
sample003,0.041507943712656356,0.027262068517511867,0.1123298126827558,0.023235920994105968,1127.1167005720472,293.29469651469867,1825.183322026747,518.8818535014192,3275.1149427104265,754.8850970305307,84.63476238100519,0.4888859700647797,0.12391884918766034,21.324478722299503,16.411775729253463,6.127719756949624,16.564507699318415,-0.6204403635609239,12.840992440729911,-7.245898164145039,5.3812869011614275,-39.21085730066956,5.471437785301013,13.641041126378042,9.7153397161449,0.857069116470278,18.613497108891394,-25.070777085112507,11.155743845534445,25.555113854304864,8.431972482374338,-42.3020090171207,9.34627179370652,-33.877871274599556,18.945464785138597,30.8120379564417,14.501056347656352,37.146059018771766,17.055081153486718
sample004,0.03119420353316215,0.020786844838313015,0.13074401551640624,0.04584365199693973,1636.0069499437277,233.01557735830303,1727.9351625419417,428.1323365878769,3636.029531844986,744.2922333025374,115.70235993959912,0.30278085221247625,0.20214946051551314,-8.258899685122103,8.331617157060954,-38.01346326663172,10.06422757105442,44.29097039125192,9.848043980311328,1.8790621743366103,15.545284383427667,-13.6370397620706,19.57673124081441,46.24472949421113,8.776734437380462,-0.2751494107614576,9.513174647251546,-21.515950562253238,5.553304210317992,10.956433397989684,12.540185348432923,-44.85212487500107,9.179696963549173,40.826588596665374,8.593428360004587,-35.51051279087769,12.341791404163445,48.56504541106007,8.630829072672507
sample005,0.060328132844352705,0.014752750879847992,0.12282163486118595,0.02471132530877013,2264.611661187159,390.0589132282684,2035.7746840747586,327.08693101632247,3670.6049911784758,528.3120259886944,110.46478461314871,0.37460740415994165,0.10815502831095279,9.08929431882418,15.163465427634236,-48.34121710721438,12.681395874489215,-27.350422480206205,14.677591856141747,-32.563357099500855,15.364066071536989,-11.326465369946263,19.050949831051017,-36.24790558540067,10.115995265753877,-38.65264787594109,18.87040427417844,37.73393533809811,8.869124415727335,15.99840460341791,17.258333003018237,5.52008115994623,12.944758675340097,-25.81477090995483,6.3965415170884885,39.72157579533267,18.506270857449955,13.310145727326791,10.08544686573051
sample006,0.04095257447675965,0.027942205199051537,0.1387086424265117,0.04119502183430496,2284.0632923085755,225.24198949851464,1661.6287140946138,569.5662565581238,3212.85811931918,403.67882064665184,109.03822715480958,0.3405886171464128,0.23270035382161117,-49.49384161537813,7.4121207712624795,4.873378936658611,15.378427965390399,15.196125950260054,8.364039641908397,21.217922134753593,8.558736312452002,-17.460030184073226,16.197371076770363,14.963289904721464,17.73835115741267,15.761289230034336,13.524629050032074,-40.63252321719075,10.515737045891502,-23.479763231827455,8.659844650686253,47.30105547524455,10.896465870001407,39.20465551771133,14.467079389958943,29.481130354164847,12.539556396577883,7.690388462635909,12.38776540728296
sample007,0.03171457926788267,0.015615447248817116,0.05243159664314539,0.03581889183628671,1354.2213588140978,482.1375753058743,2453.928577002587,574.4593170661345,2740.3174005108885,406.18264661154694,108.89808461046022,0.6713274250350901,0.18563682966346284,46.665481904366956,19.45429965633879,35.300945546736,9.416733381043786,-11.490227139807473,17.767050072752852,-18.307799484372232,7.542391200291387,5.680126245835012,19.042321612411715,19.602979667497294,13.550917551340474,-40.28235062292315,14.225108400487546,49.00538501042632,7.1012602285478605,1.8329652363736741,18.160596078919333,24.07686177542044,15.45523611492902,20.24840839871092,10.392367268296328,-20.640815573550665,17.140417332177705,31.011339467918077,18.006084778701556
sample008,0.07479443315338828,0.02003032589374399,0.12982951789667752,0.03599855723111061,2403.9337545154067,438.73780083083034,2390.005341817566,401.39854705546077,2751.165905279888,437.5927759363476,100.4536959544375,0.5313120563984696,0.10718845475934842,-3.4401981867539817,13.13966952061365,-21.34587478717156,13.862498908535162,-46.94997500609506,5.5602228312382165,32.26005606596583,10.402859621168943,-37.29394873481152,12.833648900822066,26.999355309861087,8.237315412452649,12.289047581900029,6.2802119749065195,-44.831827883139226,12.97031947352222,4.0635121610106495,14.561448522473098,22.609133372266157,19.637781191938018,1.6300348301195342,9.844347094118689,29.51861947687037,9.062483768931113,-6.102857929436389,6.17684572013399
sample009,0.02152104460492745,0.02671960241024411,0.1195974206093698,0.026358117776570794,1346.5886401416915,246.9311128013258,1750.2428981645953,464.7679994118362,3429.1918454001247,664.0789506870925,118.505936587117,0.4119735587783771,0.2909730561326388,23.789691669576854,13.31531078767101,11.172074623435222,11.294000936416849,-25.226901049884255,10.339590179768923,25.784611046436908,5.2159023294463385,-38.392735949308374,5.690039630326291,-45.92711976810298,17.831908760165106,20.36578593800236,12.112607436309878,-40.21658393489985,12.374238126752484,-2.6528229219434323,7.598028048650228,-6.614835076202695,10.977571015960603,11.585009805221645,14.526404763014657,-45.46959902279555,10.619189219397068,12.58599157142364,12.547043878701317
sample010,0.07138939047129933,0.013258688541628594,0.057056874740042986,0.035696771128252626,1053.0226210832436,375.732674382039,2440.2302414249575,472.64225336276365,2776.339852413044,657.3152873769413,106.3477452647578,0.48330115619660663,0.20912335786318698,44.14648087765252,10.791539567011615,46.11905638239142,18.580259629340958,-30.420886521070358,6.040419513127482,-39.92219986225734,5.273327384773246,-40.55570392440716,15.245101601245352,-42.8811351539771,9.784634454406419,34.48753109694546,5.349079036037388,31.44684825889358,9.227821621600999,-38.18351723783437,15.451057480462259,12.894284677988402,18.162080202905795,23.507104380388583,17.05221395577273,-21.796542742869352,7.661593156695842,25.061475164085834,17.10252108900896
