avg_brightness,motion_intensity,frame_count,id
95.13410034179688,1.9147261555989583,16,vid001
92.696630859375,4.769013264973959,16,vid002
57.42765396360368,6.391796985721372,8,vid003
119.33112716674805,8.006346435546876,16,vid004
94.95169639587402,6.593188883463542,16,vid005
82.8038288116455,21.69081949869792,16,vid006
111.27380599975588,4.091891682942708,16,vid007
100.83066482543946,12.234326171875002,16,vid008
121.48815155029295,4.608439534505209,16,vid009
108.26412467956544,3.042231852213541,16,vid010
139.51398696899415,16.104632161458333,16,vid011
129.25329246520994,2.676261800130208,16,vid012
69.77153167724609,4.582201741536459,16,vid013
4.405539727839688,0.961667219636404,986,vid014
108.62222557067872,12.771194254557292,16,vid015
126.39955291748046,3.4023185221354164,16,vid016
105.16472473144532,5.720481770833333,16,vid017
124.8551383972168,25.424210611979166,16,vid018
112.62189178466797,4.882997639973959,16,vid019
96.0089054107666,4.735650634765625,16,vid020
117.76853828430175,6.727772216796875,16,vid021
120.95830421447754,5.273567708333333,16,vid022
99.92897415161131,11.405876871744791,16,vid023
135.37491569519045,4.587159830729167,16,vid024
115.63490447998046,8.81248046875,16,vid025
106.06499595642089,5.147478434244792,16,vid026
125.28004722595216,2.7665885416666662,16,vid027
139.66902809143068,5.166634114583334,16,vid028
131.47294235229492,3.267632649739584,16,vid029
101.27943763732912,6.875367431640624,16,vid030
73.03931121826173,8.633110758463543,16,vid031
77.93957176208497,3.258629150390625,16,vid032
85.73565334743924,14.152204794678289,8,vid033
136.49766578674317,3.913612874348959,16,vid034
143.1595972454737,16.174470862563773,8,vid035
107.70923384409102,7.0612482948908735,8,vid036
111.9296646118164,13.433133951822915,16,vid037
62.668995776207616,0.4588502291321458,72,vid038
134.36552259657117,1.8260412237811792,8,vid039
122.55881843566894,16.81120035807292,16,vid040
115.46912460327148,10.351028238932292,16,vid041
96.6296329498291,14.099398600260418,16,vid042
105.92318992614746,3.33857666015625,16,vid043
48.2224363296751,3.079429297760772,8,vid044
126.97259445190429,19.044194335937497,16,vid045
113.320666885376,6.773452555338541,16,vid046
104.08969230651856,7.553589680989583,16,vid047
95.63423728942873,17.91841430664062,16,vid048
80.08857574462891,10.46740966796875,16,vid049
91.68283386230468,2.3199068196614587,16,vid050
142.59514083862302,11.879031168619791,16,vid051
90.06008377075196,1.8163338216145837,16,vid052
103.26293640136718,3.09515869140625,16,vid053
108.58168296813965,3.670669759114584,16,vid054
116.14095230102538,6.269785970052082,16,vid055
34.50016179160467,8.077808890483277,8,vid056
