id,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,tempo,chroma_mean,chroma_std,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std
vid001,0.21831044554710388,0.13111570477485657,0.031151665581597224,0.016677210028750864,621.4330549437108,285.9715036815991,827.8367667017072,363.93528254932556,1059.5631917317708,526.0192286933511,92.28515625,0.30406448245048523,0.31059205532073975,-213.3284912109375,47.54440689086914,175.2735595703125,14.717524528503418,23.408037185668945,32.84291076660156,11.903302192687988,12.003790855407715,14.69776725769043,9.69582748413086,4.845757961273193,9.09302806854248,-2.0196988582611084,7.37025785446167,0.5718445777893066,7.672922134399414,2.4698431491851807,8.7650785446167,3.7648727893829346,7.684579372406006,6.385300159454346,8.23423957824707,9.846570014953613,7.7637834548950195,5.399872303009033,8.345338821411133
vid002,130.1525082257518,4.251627857443793,392.905591329432,1.3783531329545384,358.0185406733592,9.007065498098846,229.68320293863354,2.1301594133135064,414.75316062585273,9.740404639585458,0.759427806560251,345.8638070073816,5.501752700077102,216.75635203557457,2.0897869530145563,348.1935925276593,9.607597010517805,117.73865368186796,3.681448654103883,94.6948470002785,7.8020795812475825,483.2447359101099,9.142456024842256,422.0119248042041,7.1687440434141365,456.90654911788295,3.1391988356768206,261.55982439382126,9.911679262067677,213.80804462921782,5.109567954696804,274.7069086357939,9.446541504694853,189.8435907570036,2.8938666824269137,405.35882512706326,1.460649648989046,164.33279192497287,8.288697701887177
vid003,206.26310108984828,7.420104880965517,489.43696687616574,9.418023680926462,91.84327109671221,3.732435255060007,377.80090003313114,4.595738359931141,314.0550637732552,4.303388000824748,0.6006705182955969,148.7187463017884,7.469450304272717,351.9340058424227,4.179390140620457,297.64854305750123,6.560634690502993,256.81986324173903,6.2383818891149465,463.78493089556935,4.673391874703977,154.50200486750146,5.851693059609252,420.1779581400885,1.5347448223450053,153.95933222763801,6.332316408908987,356.8211429888992,9.863979054338078,208.8477508919247,4.458206546424099,380.5351237216115,2.166144657655275,484.41336395154036,1.9408257744240003,247.57980895279758,8.672818687222271,179.93118157362846,2.975846860014348
vid004,79.51542494403583,4.7009105785595775,336.75090659995664,7.21819209306785,303.2932658917432,2.2966196148396705,328.2263098162577,5.997947920822765,56.14183945358426,8.995993091473295,0.38220233719340657,332.4012132417413,6.885363657116802,446.3490828972353,4.271943758669885,406.6171687577333,7.59167222570786,325.0280336405031,7.2314025693463435,246.60867309918544,6.347818921240947,234.66797088521417,4.756438490836148,487.69677732798203,5.884190969009869,137.20794682418187,6.156030043993153,376.46593991367166,6.800253269435032,161.07467929669667,5.660985567651141,465.88549562368524,6.303210951173688,385.3616330470155,6.169045602206488,204.70793066918225,2.590841069743102,330.56980735956245,3.1402532014387816
vid005,426.5371334790292,9.06550926019482,378.21054519216636,9.724086021089395,429.72399002177605,6.697774718381469,407.2503028434432,1.6531742661878635,213.71379242808783,5.643952190772958,0.8598885475908957,408.6861803520907,5.485634400407815,165.51779702983902,5.590917869657635,164.73079752430291,4.096152317866283,425.1311382482371,8.679847261226683,155.57788685550454,4.822121033493318,430.38947834353183,6.465782684522545,453.8534594720457,9.935201820505759,493.214677642179,7.958452623021193,83.58252980212251,4.367643984752691,101.89945505272922,8.50474822793638,75.09521385894314,2.829263352815367,233.93254524051028,4.1138705323192895,75.87483905055802,2.493699123504678,113.52342378799888,2.0951537542453877
vid006,257.2676703118505,2.6548150711221847,423.18931864157366,9.917172906002374,203.6014277231247,6.68688042917883,125.5934946000442,6.4770917849797165,481.00121641664435,3.49125570691764,0.7736383944001433,417.28612603055035,8.824709229095783,205.22070443449397,9.348692218267214,195.6177869820615,5.892399552679009,263.3776065053971,3.2522383120487968,464.5675571935679,2.1492631740101786,167.75415025829915,3.9158003011184186,490.3659275541708,6.262980986500125,304.89020637553574,8.33707812090466,138.47740365932097,7.316736484069174,269.85626465595794,6.034099130065547,417.90647676165827,6.549607400043271,218.77482409215892,1.8929386965376684,95.38260740243089,4.860124823982591,174.6508413470712,7.294476255844131
vid007,0.20571553707122803,0.12412583827972412,0.07867183722195357,0.06370899706049626,2225.5039041123296,975.806638886662,2573.9055793119883,486.12650629598363,4995.97385192517,2018.7504225826583,99.38401442307692,0.4546884596347809,0.3009296655654907,-98.74260711669922,61.29326248168945,87.20882415771484,29.335620880126953,8.816305160522461,17.35057258605957,26.514976501464844,13.202804565429688,8.866459846496582,10.353999137878418,15.42159652709961,10.35464859008789,1.171958327293396,9.193805694580078,5.602703094482422,9.246495246887207,1.2278523445129395,8.368128776550293,2.7008931636810303,7.634623050689697,-0.7666616439819336,6.7212748527526855,5.7095208168029785,6.461933612823486,-3.704495668411255,6.641558647155762
vid008,83.71054182464752,2.7575663759399025,391.1425727559248,6.5549636411788965,438.83043322157744,8.325616761449059,138.1692941307858,8.094922755918653,254.1017220071786,4.410038974018599,0.1171442465796841,464.6829367797075,1.1915160816399033,130.0028790112184,2.2082936109983127,151.07205961404802,9.90068648641077,420.062509408197,9.255832349735424,103.03255135878258,6.949542890219479,372.648332219562,2.060954200869806,489.5299043660338,2.821300995818213,409.8771976345895,2.0064838812035273,208.74444294037383,3.0977761148278757,144.89132316940896,6.296797024648065,384.98224383926856,1.5566403712475303,342.1390190183747,8.848738268410806,422.60268368901,6.298218231105349,307.7365574796503,9.113687513867632
vid009,134.61145761344363,2.1808141855455,374.15189196243796,7.374806943975412,212.71439198037433,2.160877441281974,441.5307252185145,8.679844258940403,385.32408182893994,6.846115337389738,0.8082935485085131,293.1226022470005,7.878315415973088,468.28771214649777,7.646410556093286,59.262912504799,7.139316734364187,448.1615129455159,9.428388752999751,246.4271276464536,9.715132241823257,199.4908817626123,1.857929042255864,354.92388409672265,1.8635296304536542,56.01208803078193,8.009074835001545,293.7305295046466,6.1762566008022075,129.52527165058467,1.7500269649375921,442.66238107095813,7.915753115718001,438.8099216510853,3.8226578215609086,432.5233341332598,6.840786246630553,453.276620639797,6.828000100884946
vid010,390.59432914217774,5.18369732214465,384.12254660520506,9.578327175531927,339.9179028927147,4.488449696607448,433.7213623970124,8.835902710426481,92.03356749982987,4.493004004443609,0.3079876756698928,166.8487082447708,8.46995786705326,69.25254764596855,9.094195425880358,281.26295611580076,1.5714466316202707,429.09788081240896,7.131427405002598,297.8691551604461,2.4227314533721875,174.543788389662,3.9861919180079664,277.77096681300446,8.167033170237431,277.30884477737675,6.766880783643675,474.06601568196623,6.159904631955824,91.44317514198893,9.668861545163576,365.2994440960931,3.9644567615733823,299.37670539190924,2.2147742799565666,216.38188594268928,6.071402624445794,421.112699293919,1.8633154673814378
